speaker,start,end,duration
participant,07.726,08.182,0.456
nodbot,08.182,08.199,0.017
nodbot,09.818,10.527,0.709
nodbot,10.561,11.979,1.418
participant,12.907,13.565,0.658
nodbot,14.678,15.353,0.675
nodbot,15.455,16.856,1.401
participant,18.155,18.965,0.810
nodbot,20.028,20.652,0.624
nodbot,20.821,22.205,1.384
participant,23.318,23.841,0.523
nodbot,25.428,27.639,2.211
